"country","year","sex","age","suicides_no","population","suicides.100k.pop","gdp_for_year....","gdp_per_capita....","generation","NV.SRV.TOTL.ZS","NV.IND.TOTL.ZS","NV.IND.MANF.ZS","NV.AGR.TOTL.ZS"
"Puerto Rico",2006,"male","55-74 years",61,287227,21.24,87276164400,24943,"Silent",52.2955882115119,46.8599016888581,42.0613269227827,0.590822138392709
"Puerto Rico",2006,"female","5-14 years",0,277415,0,87276164400,24943,"Millenials",52.2955882115119,46.8599016888581,42.0613269227827,0.590822138392709
"Puerto Rico",2006,"male","75+ years",18,84087,21.41,87276164400,24943,"Silent",52.2955882115119,46.8599016888581,42.0613269227827,0.590822138392709
"Puerto Rico",2006,"male","15-24 years",38,296984,12.8,87276164400,24943,"Millenials",52.2955882115119,46.8599016888581,42.0613269227827,0.590822138392709
"Puerto Rico",2006,"male","25-34 years",36,262664,13.71,87276164400,24943,"Generation X",52.2955882115119,46.8599016888581,42.0613269227827,0.590822138392709
"Puerto Rico",2006,"female","75+ years",1,122755,0.81,87276164400,24943,"Silent",52.2955882115119,46.8599016888581,42.0613269227827,0.590822138392709
"Puerto Rico",2006,"female","55-74 years",3,346943,0.86,87276164400,24943,"Silent",52.2955882115119,46.8599016888581,42.0613269227827,0.590822138392709
"Puerto Rico",2006,"male","5-14 years",0,291794,0,87276164400,24943,"Millenials",52.2955882115119,46.8599016888581,42.0613269227827,0.590822138392709
"Puerto Rico",2006,"female","25-34 years",2,272125,0.73,87276164400,24943,"Generation X",52.2955882115119,46.8599016888581,42.0613269227827,0.590822138392709
"Puerto Rico",2006,"female","15-24 years",4,292349,1.37,87276164400,24943,"Millenials",52.2955882115119,46.8599016888581,42.0613269227827,0.590822138392709
"Puerto Rico",2006,"female","35-54 years",12,515654,2.33,87276164400,24943,"Boomers",52.2955882115119,46.8599016888581,42.0613269227827,0.590822138392709
"Puerto Rico",2007,"male","35-54 years",96,448825,21.39,89524131600,25625,"Boomers",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2007,"female","15-24 years",6,289832,2.07,89524131600,25625,"Millenials",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2007,"male","25-34 years",52,263585,19.73,89524131600,25625,"Generation X",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2007,"male","55-74 years",47,289540,16.23,89524131600,25625,"Silent",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2007,"male","15-24 years",16,294490,5.43,89524131600,25625,"Millenials",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2007,"female","5-14 years",0,272183,0,89524131600,25625,"Generation Z",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2007,"female","25-34 years",6,272334,2.2,89524131600,25625,"Generation X",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2007,"female","75+ years",2,124729,1.6,89524131600,25625,"Silent",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2007,"male","75+ years",14,84940,16.48,89524131600,25625,"Silent",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2007,"female","35-54 years",15,513804,2.92,89524131600,25625,"Boomers",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2007,"male","5-14 years",3,288317,1.04,89524131600,25625,"Generation Z",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2007,"female","55-74 years",14,351052,3.99,89524131600,25625,"Silent",53.2596976650004,46.7782620920975,42.0407535604975,0.480571240734677
"Puerto Rico",2008,"male","25-34 years",37,264001,14.02,93639316000,26840,"Generation X",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2008,"female","5-14 years",0,266454,0,93639316000,26840,"Generation Z",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2008,"male","15-24 years",21,292754,7.17,93639316000,26840,"Millenials",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2008,"male","55-74 years",65,291349,22.31,93639316000,26840,"Silent",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2008,"male","75+ years",22,85490,25.73,93639316000,26840,"Silent",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2008,"female","25-34 years",6,272186,2.2,93639316000,26840,"Generation X",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2008,"male","35-54 years",107,449809,23.79,93639316000,26840,"Boomers",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2008,"female","35-54 years",16,512979,3.12,93639316000,26840,"Boomers",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2008,"female","55-74 years",18,354699,5.07,93639316000,26840,"Silent",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2008,"male","5-14 years",1,284529,0.35,93639316000,26840,"Generation Z",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2008,"female","15-24 years",5,288120,1.74,93639316000,26840,"Millenials",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2008,"female","75+ years",2,126441,1.58,93639316000,26840,"Silent",52.3815321131192,47.3982259585452,42.966895309982,0.553943946558914
"Puerto Rico",2009,"female","25-34 years",7,271400,2.58,96385638000,27661,"Generation X",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2009,"female","35-54 years",12,513239,2.34,96385638000,27661,"Boomers",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2009,"male","75+ years",31,85763,36.15,96385638000,27661,"Silent",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2009,"male","55-74 years",82,292914,27.99,96385638000,27661,"Silent",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2009,"male","15-24 years",25,291774,8.57,96385638000,27661,"Millenials",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2009,"female","55-74 years",7,357988,1.96,96385638000,27661,"Silent",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2009,"male","35-54 years",111,451905,24.56,96385638000,27661,"Boomers",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2009,"male","25-34 years",51,263724,19.34,96385638000,27661,"Generation X",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2009,"female","5-14 years",0,260415,0,96385638000,27661,"Generation Z",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2009,"female","75+ years",0,127977,0,96385638000,27661,"Silent",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2009,"female","15-24 years",3,287058,1.05,96385638000,27661,"Millenials",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2009,"male","5-14 years",1,280317,0.36,96385638000,27661,"Generation Z",49.5122715426371,49.4013628591823,45.5173801895719,0.588365896980462
"Puerto Rico",2010,"male","15-24 years",18,291351,6.18,98381268000,28267,"Millenials",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2010,"female","55-74 years",15,361444,4.15,98381268000,28267,"Silent",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2010,"female","75+ years",2,129428,1.55,98381268000,28267,"Silent",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2010,"male","75+ years",24,85716,28,98381268000,28267,"Silent",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2010,"female","35-54 years",20,514121,3.89,98381268000,28267,"Generation X",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2010,"male","25-34 years",39,262714,14.85,98381268000,28267,"Generation X",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2010,"male","5-14 years",0,275763,0,98381268000,28267,"Generation Z",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2010,"female","25-34 years",4,269903,1.48,98381268000,28267,"Generation X",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2010,"male","35-54 years",100,454479,22,98381268000,28267,"Generation X",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2010,"male","55-74 years",60,294917,20.34,98381268000,28267,"Silent",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2010,"female","5-14 years",0,254282,0,98381268000,28267,"Generation Z",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2010,"female","15-24 years",4,286261,1.4,98381268000,28267,"Millenials",48.5622775873057,50.901238345092,47.3436516899045,0.83552463730404
"Puerto Rico",2011,"female","25-34 years",7,269310,2.6,1.00352e+11,28876,"Millenials",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2011,"female","55-74 years",7,365982,1.91,1.00352e+11,28876,"Boomers",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2011,"male","55-74 years",60,298080,20.13,1.00352e+11,28876,"Boomers",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2011,"male","15-24 years",16,289288,5.53,1.00352e+11,28876,"Millenials",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2011,"male","75+ years",17,87017,19.54,1.00352e+11,28876,"Silent",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2011,"female","15-24 years",3,283416,1.06,1.00352e+11,28876,"Millenials",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2011,"female","35-54 years",22,512691,4.29,1.00352e+11,28876,"Generation X",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2011,"female","5-14 years",2,248914,0.8,1.00352e+11,28876,"Generation Z",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2011,"female","75+ years",1,132081,0.76,1.00352e+11,28876,"Silent",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2011,"male","35-54 years",80,455006,17.58,1.00352e+11,28876,"Generation X",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2011,"male","25-34 years",42,262837,15.98,1.00352e+11,28876,"Millenials",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2011,"male","5-14 years",1,270676,0.37,1.00352e+11,28876,"Generation Z",48.8662374429133,49.784707184831,46.5961214408924,0.792213784121246
"Puerto Rico",2012,"male","25-34 years",24,262555,9.14,1.01565e+11,29247,"Millenials",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2012,"female","75+ years",1,134700,0.74,1.01565e+11,29247,"Silent",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2012,"female","15-24 years",2,280632,0.71,1.01565e+11,29247,"Millenials",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2012,"male","75+ years",17,88081,19.3,1.01565e+11,29247,"Silent",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2012,"male","35-54 years",71,456110,15.57,1.01565e+11,29247,"Generation X",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2012,"female","55-74 years",18,370902,4.85,1.01565e+11,29247,"Boomers",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2012,"female","5-14 years",0,244141,0,1.01565e+11,29247,"Generation Z",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2012,"female","25-34 years",7,268351,2.61,1.01565e+11,29247,"Millenials",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2012,"male","5-14 years",2,265879,0.75,1.01565e+11,29247,"Generation Z",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2012,"female","35-54 years",16,512033,3.12,1.01565e+11,29247,"Generation X",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2012,"male","55-74 years",60,301891,19.87,1.01565e+11,29247,"Boomers",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2012,"male","15-24 years",30,287397,10.44,1.01565e+11,29247,"Millenials",48.9896105737421,49.6384574183181,46.2477157440373,0.803821796527931
"Puerto Rico",2013,"female","75+ years",0,137363,0,1.0245e+11,29510,"Silent",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2013,"female","25-34 years",7,267016,2.62,1.0245e+11,29510,"Millenials",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2013,"male","75+ years",26,88987,29.22,1.0245e+11,29510,"Silent",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2013,"female","15-24 years",2,278008,0.72,1.0245e+11,29510,"Millenials",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2013,"female","5-14 years",1,239617,0.42,1.0245e+11,29510,"Generation Z",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2013,"female","55-74 years",9,375735,2.4,1.0245e+11,29510,"Boomers",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2013,"male","25-34 years",21,261857,8.02,1.0245e+11,29510,"Millenials",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2013,"male","15-24 years",19,285809,6.65,1.0245e+11,29510,"Millenials",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2013,"male","55-74 years",62,305754,20.28,1.0245e+11,29510,"Boomers",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2013,"male","5-14 years",1,261151,0.38,1.0245e+11,29510,"Generation Z",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2013,"male","35-54 years",75,458071,16.37,1.0245e+11,29510,"Generation X",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2013,"female","35-54 years",18,512297,3.51,1.0245e+11,29510,"Generation X",49.5143972669595,49.2639336261591,46.4430453879941,0.826451927769644
"Puerto Rico",2014,"male","55-74 years",75,309364,24.24,1.02446e+11,29515,"Boomers",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2014,"male","75+ years",15,89765,16.71,1.02446e+11,29515,"Silent",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2014,"male","35-54 years",56,460685,12.16,1.02446e+11,29515,"Generation X",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2014,"male","25-34 years",20,260905,7.67,1.02446e+11,29515,"Millenials",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2014,"male","15-24 years",20,284397,7.03,1.02446e+11,29515,"Millenials",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2014,"female","15-24 years",2,275354,0.73,1.02446e+11,29515,"Millenials",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2014,"female","5-14 years",0,235029,0,1.02446e+11,29515,"Generation Z",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2014,"female","25-34 years",4,265511,1.51,1.02446e+11,29515,"Millenials",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2014,"male","5-14 years",2,256354,0.78,1.02446e+11,29515,"Generation Z",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2014,"female","35-54 years",15,513217,2.92,1.02446e+11,29515,"Generation X",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2014,"female","55-74 years",10,380342,2.63,1.02446e+11,29515,"Boomers",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2014,"female","75+ years",1,140033,0.71,1.02446e+11,29515,"Silent",48.9901977435873,49.9339162757282,46.7331994088581,0.846398778671258
"Puerto Rico",2015,"male","35-54 years",74,463417,15.97,1.03144e+11,29728,"Generation X",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Puerto Rico",2015,"male","25-34 years",26,259881,10,1.03144e+11,29728,"Millenials",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Puerto Rico",2015,"male","15-24 years",9,282974,3.18,1.03144e+11,29728,"Millenials",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Puerto Rico",2015,"male","75+ years",25,90392,27.66,1.03144e+11,29728,"Silent",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Puerto Rico",2015,"female","25-34 years",5,264053,1.89,1.03144e+11,29728,"Millenials",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Puerto Rico",2015,"female","5-14 years",0,230178,0,1.03144e+11,29728,"Generation Z",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Puerto Rico",2015,"male","55-74 years",66,312933,21.09,1.03144e+11,29728,"Boomers",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Puerto Rico",2015,"female","55-74 years",10,384967,2.6,1.03144e+11,29728,"Boomers",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Puerto Rico",2015,"female","75+ years",1,142678,0.7,1.03144e+11,29728,"Silent",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Puerto Rico",2015,"male","5-14 years",1,251369,0.4,1.03144e+11,29728,"Generation Z",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Puerto Rico",2015,"female","35-54 years",7,514290,1.36,1.03144e+11,29728,"Generation X",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Puerto Rico",2015,"female","15-24 years",2,272389,0.73,1.03144e+11,29728,"Millenials",47.8759473956595,50.9382784121963,47.9026461782531,0.826985117363399
"Qatar",2011,"male","35-54 years",19,558761,3.4,1.67775e+11,90490,"Generation X",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2011,"male","25-34 years",15,499529,3,1.67775e+11,90490,"Millenials",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2011,"female","15-24 years",2,75069,2.66,1.67775e+11,90490,"Millenials",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2011,"male","55-74 years",2,56963,3.51,1.67775e+11,90490,"Boomers",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2011,"female","25-34 years",1,122957,0.81,1.67775e+11,90490,"Millenials",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2011,"male","75+ years",0,2726,0,1.67775e+11,90490,"Silent",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2011,"male","15-24 years",9,232554,3.87,1.67775e+11,90490,"Millenials",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2011,"female","35-54 years",2,124729,1.6,1.67775e+11,90490,"Generation X",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2011,"female","75+ years",0,2064,0,1.67775e+11,90490,"Silent",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2011,"male","5-14 years",0,84348,0,1.67775e+11,90490,"Generation Z",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2011,"female","5-14 years",0,76170,0,1.67775e+11,90490,"Generation Z",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2011,"female","55-74 years",0,18211,0,1.67775e+11,90490,"Boomers",26.6891216992903,73.2142681700731,9.4627166768735,0.0966101306365461
"Qatar",2012,"male","55-74 years",1,64600,1.55,1.86834e+11,93270,"Boomers",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2012,"female","25-34 years",1,133051,0.75,1.86834e+11,93270,"Millenials",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2012,"female","15-24 years",0,80919,0,1.86834e+11,93270,"Millenials",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2012,"female","35-54 years",4,134674,2.97,1.86834e+11,93270,"Generation X",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2012,"male","15-24 years",7,266285,2.63,1.86834e+11,93270,"Millenials",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2012,"male","35-54 years",14,586307,2.39,1.86834e+11,93270,"Generation X",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2012,"male","25-34 years",16,537337,2.98,1.86834e+11,93270,"Millenials",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2012,"female","5-14 years",0,82707,0,1.86834e+11,93270,"Generation Z",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2012,"female","55-74 years",0,19868,0,1.86834e+11,93270,"Boomers",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2012,"female","75+ years",0,2314,0,1.86834e+11,93270,"Silent",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2012,"male","5-14 years",0,91507,0,1.86834e+11,93270,"Generation Z",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2012,"male","75+ years",0,3580,0,1.86834e+11,93270,"Silent",26.4365348476783,73.4692107035411,10.5240017998041,0.0942544487805739
"Qatar",2013,"female","55-74 years",0,21311,0,1.98728e+11,93066,"Boomers",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2013,"male","35-54 years",13,608776,2.14,1.98728e+11,93066,"Generation X",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2013,"female","5-14 years",0,89888,0,1.98728e+11,93066,"Generation Z",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2013,"female","75+ years",0,2575,0,1.98728e+11,93066,"Silent",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2013,"female","15-24 years",0,84449,0,1.98728e+11,93066,"Millenials",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2013,"female","35-54 years",0,145530,0,1.98728e+11,93066,"Generation X",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2013,"male","5-14 years",0,97682,0,1.98728e+11,93066,"Generation Z",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2013,"male","25-34 years",15,580440,2.58,1.98728e+11,93066,"Millenials",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2013,"female","25-34 years",1,143703,0.7,1.98728e+11,93066,"Millenials",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2013,"male","15-24 years",8,284327,2.81,1.98728e+11,93066,"Millenials",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2013,"male","55-74 years",0,72220,0,1.98728e+11,93066,"Boomers",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2013,"male","75+ years",0,4448,0,1.98728e+11,93066,"Silent",30.3221454057335,71.768350592851,10.2050267567452,0.0960782118116757
"Qatar",2014,"male","25-34 years",15,626535,2.39,2.06225e+11,91587,"Millenials",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2014,"female","35-54 years",0,157182,0,2.06225e+11,91587,"Generation X",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2014,"female","55-74 years",1,22469,4.45,2.06225e+11,91587,"Boomers",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2014,"male","35-54 years",23,629627,3.65,2.06225e+11,91587,"Generation X",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2014,"male","55-74 years",2,80029,2.5,2.06225e+11,91587,"Boomers",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2014,"male","75+ years",0,5136,0,2.06225e+11,91587,"Silent",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2014,"female","5-14 years",0,97388,0,2.06225e+11,91587,"Generation Z",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2014,"male","15-24 years",12,286756,4.18,2.06225e+11,91587,"Millenials",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2014,"female","25-34 years",1,153842,0.65,2.06225e+11,91587,"Millenials",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2014,"male","5-14 years",0,104323,0,2.06225e+11,91587,"Generation Z",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2014,"female","15-24 years",1,85593,1.17,2.06225e+11,91587,"Millenials",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2014,"female","75+ years",0,2802,0,2.06225e+11,91587,"Silent",32.8506457001724,69.7579989822263,10.142168604078,0.117230483122807
"Qatar",2015,"female","5-14 years",0,104727,0,1.64641e+11,69937,"Generation Z",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2015,"male","15-24 years",13,277494,4.68,1.64641e+11,69937,"Millenials",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2015,"female","15-24 years",2,85120,2.35,1.64641e+11,69937,"Millenials",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2015,"male","35-54 years",23,651297,3.53,1.64641e+11,69937,"Generation X",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2015,"female","25-34 years",2,162310,1.23,1.64641e+11,69937,"Millenials",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2015,"male","55-74 years",1,88140,1.13,1.64641e+11,69937,"Boomers",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2015,"male","5-14 years",0,110987,0,1.64641e+11,69937,"Generation Z",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2015,"male","75+ years",0,5591,0,1.64641e+11,69937,"Silent",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2015,"male","25-34 years",20,672458,2.97,1.64641e+11,69937,"Millenials",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2015,"female","35-54 years",5,169638,2.95,1.64641e+11,69937,"Generation X",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2015,"female","55-74 years",0,23389,0,1.64641e+11,69937,"Boomers",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2015,"female","75+ years",0,2996,0,1.64641e+11,69937,"Silent",46.068251652277,57.4408093312248,8.91558652224353,0.161363470367722
"Qatar",2016,"female","35-54 years",3,179374,1.67,1.52452e+11,62484,"Generation X",50.7779216193951,53.2053847059143,8.47611374150153,0.183956328477924
"Qatar",2016,"male","75+ years",0,6093,0,1.52452e+11,62484,"Silent",50.7779216193951,53.2053847059143,8.47611374150153,0.183956328477924
"Qatar",2016,"male","55-74 years",2,99266,2.01,1.52452e+11,62484,"Boomers",50.7779216193951,53.2053847059143,8.47611374150153,0.183956328477924
